City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
31,isafjordur,66.0755,-23.124,-3.02,88,100,9.79,IS,1707252128
32,san luis de la loma,17.2706,-100.8939,28.88,59,1,3.4,MX,1707252449
33,blackmans bay,-43.0167,147.3167,12.07,82,97,2.61,AU,1707252128
34,longyearbyen,78.2186,15.6401,-10.09,67,20,7.2,SJ,1707252136
35,kapa'a,22.0752,-159.319,23.99,73,75,10.8,US,1707252146
36,saint-philippe,-21.3585,55.7679,23.77,84,72,6.06,RE,1707252450
37,visakhapatnam,17.69,83.2093,23.18,82,0,2.1,IN,1707252180
38,wailua homesteads,22.0669,-159.378,23.24,73,75,10.8,US,1707252135
39,guisa,20.255,-76.5386,22.09,59,79,6.91,CU,1707252450
40,avarua,-21.2078,-159.775,29.03,79,40,6.17,CK,1707252138
41,anadyr,64.75,177.4833,-24.72,83,20,2.0,RU,1707252162
42,nova sintra,14.8667,-24.7167,21.2,72,0,3.39,CV,1707252148
43,los andes,-32.8337,-70.5983,30.56,29,1,4.55,CL,1707252451
44,dainville,50.281,2.726,12.45,78,100,10.01,FR,1707252451
45,papatowai,-46.5619,169.4708,12.8,85,78,4.46,NZ,1707252134
46,mananjary,-21.2167,48.3333,24.08,95,100,3.04,MG,1707252452
47,enewetak,11.3474,162.3373,26.51,81,59,7.5,MH,1707252129
48,mili,6.0815,171.735,27.88,73,71,7.87,MH,1707252452
49,albany,42.6001,-73.9662,3.65,56,6,0.89,US,1707251889
50,gypsum,39.6469,-106.9517,9.75,86,100,1.4,US,1707252452
51,sao luis de montes belos,-16.525,-50.3722,26.84,71,94,1.46,BR,1707252452
52,mount gambier,-37.8333,140.7667,13.72,81,50,0.57,AU,1707252082
53,bethel,41.3712,-73.414,5.67,51,17,0.89,US,1707252136
54,zlotow,53.3635,17.0408,8.94,82,100,12.13,PL,1707252453
55,padang,-0.9492,100.3543,27.03,88,90,1.5,ID,1707252236
56,kayangel,8.0823,134.7173,27.37,77,100,9.59,PW,1707252166
57,nova xavantina,-14.6667,-52.35,29.83,64,47,1.68,BR,1707252454
58,oltu,40.5498,42.0013,-2.08,95,92,2.69,TR,1707252454
59,waitangi,-43.9535,-176.5597,18.79,90,97,2.68,NZ,1707252127
60,fujin,47.26,132.0322,-23.14,97,8,3.26,CN,1707252454
61,chenzhou,25.8,113.0333,0.23,96,100,2.12,CN,1707252454
62,vieste,41.8825,16.175,12.85,84,100,3.51,IT,1707252454
63,bogale,16.2833,95.4,19.68,78,0,2.06,MM,1707252455
64,belyy yar,53.6039,91.3903,-21.06,100,66,0.0,RU,1707252455
65,port mathurin,-19.6833,63.4167,27.01,70,67,8.16,MU,1707252141
66,college,64.8569,-147.8028,-12.11,79,75,0.0,US,1707252139
67,iskateley,67.6803,53.1512,-27.77,99,97,1.34,RU,1707252147
68,castillos,-34.1667,-53.8333,23.97,63,0,6.78,UY,1707252163
69,timimoun,29.2639,0.231,15.21,31,0,2.06,DZ,1707252455
70,margaret river,-33.95,115.0667,16.5,65,0,5.29,AU,1707252129
71,olonkinbyen,70.9221,-8.7187,-1.65,84,44,9.36,SJ,1707252129
72,bardai,11.65,7.2333,19.96,20,67,5.25,NG,1707252456
73,hermanus,-34.4187,19.2345,19.89,79,47,6.87,ZA,1707252135
74,carutapera,-1.195,-46.02,27.43,80,27,4.07,BR,1707252456
75,manta,-0.95,-80.7333,29.88,83,40,6.71,EC,1707252456
76,lebu,-37.6167,-73.65,19.76,82,61,2.35,CL,1707252158
77,alice springs,-23.7,133.8833,21.75,76,88,5.66,AU,1707252133
78,atafu village,-8.5421,-172.5159,28.93,78,100,11.59,TK,1707252144
79,ust-nera,64.5667,143.2,-32.6,89,100,0.33,RU,1707252136
80,utrik,11.2278,169.8474,26.36,81,99,7.2,MH,1707252140
81,pisco,-13.7,-76.2167,30.03,54,0,10.8,PE,1707252160
82,puerto ayora,-0.7393,-90.3518,28.98,77,68,4.9,EC,1707252134
83,talnakh,69.4865,88.3972,-22.76,87,100,3.33,RU,1707252148
84,bay roberts,47.5999,-53.2648,0.92,96,100,7.15,CA,1707252457
85,novyy urgal,51.0736,132.5642,-32.18,100,100,0.4,RU,1707252458
86,punta arenas,-53.15,-70.9167,19.01,51,0,9.26,CL,1707252098
87,jilin,43.0,126.0,-25.3,100,74,0.5,CN,1707252458
88,nova vicosa,-17.8919,-39.3719,27.33,77,49,4.53,BR,1707252149
89,gamboma,-1.8764,15.8644,25.38,68,58,1.13,CG,1707252458
90,kiiminki,65.1314,25.7974,-21.86,82,99,1.59,FI,1707252458
91,kencong,-8.2833,113.3667,24.07,91,100,1.21,ID,1707252459
92,barra de santo antonio,-9.4047,-35.5072,30.6,79,38,4.99,BR,1707252459
93,port hedland,-20.3167,118.5667,27.03,78,19,2.57,AU,1707252148
94,kodiak,57.79,-152.4072,-3.27,86,0,0.0,US,1707252149
95,dudinka,69.4058,86.1778,-19.62,87,100,3.58,RU,1707252157
96,shakawe,-18.3667,21.85,19.56,87,100,2.71,BW,1707252459
97,tsiombe,-25.3,45.4833,22.54,95,67,2.33,MG,1707252460
98,vorkuta,67.5,64.0,-25.41,98,96,1.52,RU,1707252460
99,miches,18.9836,-69.0476,27.11,67,2,8.24,DO,1707252460
100,okakarara,-20.5833,17.4333,23.21,61,81,2.04,NA,1707252460
101,hamilton,39.1834,-84.5333,10.36,56,0,2.57,US,1707252122
102,elesbao veloso,-6.2019,-42.1403,29.2,56,100,1.44,BR,1707252460
103,laguna,38.421,-121.4238,14.62,78,75,4.12,US,1707252170
104,jayapura,-2.5333,140.7,24.66,93,100,6.87,ID,1707252460
105,hammerfest,70.6634,23.6821,-4.75,74,75,4.12,NO,1707252171
106,kapoeta,4.7717,33.5903,29.92,43,31,2.0,SS,1707252461
107,georgetown,5.4112,100.3354,26.97,89,20,1.54,MY,1707251961
108,lata,40.1629,-8.3327,11.71,90,31,1.36,PT,1707252127
109,san-pedro,4.7485,-6.6363,28.25,76,1,3.88,CI,1707252461
110,bredasdorp,-34.5322,20.0403,21.6,64,10,6.21,ZA,1707252140
111,iqaluit,63.7506,-68.5145,-12.15,67,75,7.72,CA,1707251911
112,gizo,-8.103,156.8419,28.18,81,100,5.59,SB,1707252462
113,bridgewater,44.3835,-64.5155,1.79,84,100,6.69,CA,1707252462
114,salekhard,66.53,66.6019,-24.49,100,100,0.87,RU,1707252462
115,quibor,9.9287,-69.6201,29.54,57,80,3.4,VE,1707252462
116,nadi,-17.8,177.4167,28.0,78,40,2.57,FJ,1707252158
117,el nido,11.1858,119.3956,26.16,77,86,5.62,PH,1707252463
118,manado,1.487,124.8455,23.43,100,20,0.51,ID,1707252463
119,tommot,58.9564,126.2925,-11.07,95,100,3.01,RU,1707252160
120,port lincoln,-34.7333,135.8667,16.08,78,5,3.38,AU,1707252150
121,kroya,-7.6331,109.2461,24.65,86,94,1.86,ID,1707252463
122,neyriz,29.1988,54.3278,3.07,36,0,1.32,IR,1707252464
123,santa rosa de rio primero,-31.1523,-63.4019,39.78,20,7,6.28,AR,1707252464
124,griffith,41.5284,-87.4237,7.81,93,75,2.57,US,1707252156
125,porto novo,6.4965,2.6036,26.9,64,6,1.86,BJ,1707252464
126,whitehorse,60.7161,-135.0538,-17.21,85,75,3.09,CA,1707252133
127,yarmouth,41.7057,-70.2286,2.27,82,100,8.49,US,1707252407
128,nar'yan-mar,67.6713,53.087,-27.72,99,97,1.34,RU,1707252464
129,mabaruma,8.2,-59.7833,30.31,62,24,4.19,GY,1707252464
130,west island,-12.1568,96.8225,26.99,78,3,2.57,CC,1707252139
131,medina,24.4686,39.6142,18.24,12,0,0.0,SA,1707251994
132,sinabang,2.4803,96.3801,26.58,81,71,0.5,ID,1707252162
133,sao gabriel da cachoeira,-0.1303,-67.0892,28.52,88,95,0.72,BR,1707252335
134,kavaratti,10.5669,72.642,27.8,75,4,3.24,IN,1707252465
135,crane,31.3974,-102.3501,17.56,34,100,9.1,US,1707252145
136,badger,64.8,-147.5333,-12.15,80,75,0.0,US,1707252138
137,yelizovo,53.1873,158.3805,-9.92,72,75,3.13,RU,1707252157
138,sao vicente,-23.9631,-46.3919,30.15,55,40,4.12,BR,1707252166
139,coahuayana de hidalgo,18.7,-103.6583,30.63,51,1,3.37,MX,1707252155
140,jincheng,35.5022,112.8328,-3.21,92,99,1.41,CN,1707252466
141,viedma,-40.8135,-62.9967,31.8,43,94,2.12,AR,1707252466
142,sungai penuh,-2.0833,101.3833,18.05,96,96,0.87,ID,1707252466
143,khandyga,62.6667,135.6,-41.33,99,98,0.99,RU,1707252160
144,saipan,15.1355,145.701,24.39,73,0,4.12,MP,1707252150
145,kem',64.9555,34.5793,-23.98,99,86,2.38,RU,1707252467
146,palikir - national government center,6.9248,158.1611,26.76,78,85,6.44,FM,1707252177
147,tolanaro,-25.0319,46.9987,23.04,94,75,9.77,MG,1707252127
148,uruzgan,32.8333,66.0,1.81,42,42,3.28,AF,1707252467
149,richards bay,-28.783,32.0377,21.48,86,0,2.66,ZA,1707252180
150,saint-pierre,-21.3393,55.4781,23.82,64,0,3.09,RE,1707252147
151,zajecar,43.9036,22.2641,9.47,65,67,2.29,RS,1707252468
152,sabha,27.0377,14.4283,12.53,41,2,1.77,LY,1707252468
153,kirakira,-10.4544,161.9205,28.06,79,62,3.45,SB,1707252468
154,fisterra,42.9049,-9.2629,13.75,91,100,8.58,ES,1707252468
155,ormara,25.2088,64.6357,22.53,69,100,5.78,PK,1707252468
156,benghazi,32.1167,20.0667,16.54,68,0,4.14,LY,1707252468
157,guerrero negro,27.9769,-114.0611,15.42,82,100,5.48,MX,1707252376
158,susuman,62.7833,148.1667,-33.34,99,99,1.34,RU,1707252157
159,kasempa,-13.4584,25.8338,18.6,96,59,2.63,ZM,1707252469
160,thompson,55.7435,-97.8558,-17.91,65,75,5.14,CA,1707252157
161,coquimbo,-29.9533,-71.3436,21.85,73,0,6.17,CL,1707252196
162,walvis bay,-22.9575,14.5053,20.53,83,96,1.03,NA,1707252469
163,carbonear,47.7332,-53.2148,1.18,98,100,14.34,CA,1707252133
164,la ronge,55.1001,-105.2842,-15.86,72,100,4.63,CA,1707252469
165,zilupe,56.3862,28.1217,-5.8,95,100,1.99,LV,1707252469
166,tiksi,71.6872,128.8694,-24.49,99,98,2.69,RU,1707252138
167,klyuchi,52.2667,79.1667,-9.2,83,79,4.99,RU,1707252135
168,sao jose da coroa grande,-8.8978,-35.1478,27.66,76,73,4.71,BR,1707252470
169,pangai,-19.8,-174.35,28.06,74,75,4.63,TO,1707252166
170,ust'-ilimsk,58.0006,102.6619,-10.31,97,96,2.24,RU,1707252470
171,tinajo,29.0788,-13.7081,18.49,45,0,4.63,ES,1707252470
172,weno,7.4515,151.8468,26.97,74,75,4.63,FM,1707252129
173,noosa heads,-26.3833,153.15,25.06,83,33,5.35,AU,1707252471
174,touros,-5.1989,-35.4608,27.65,77,100,5.85,BR,1707252129
175,tshela,-4.9833,12.9333,22.66,98,34,0.93,CD,1707252471
176,ribeira grande,38.5167,-28.7,17.22,94,75,7.15,PT,1707252146
177,kill devil hills,36.0307,-75.676,7.21,61,0,10.29,US,1707252471
178,st. john's,47.5649,-52.7093,0.71,95,100,13.86,CA,1707252032
179,port saint john's,-31.6229,29.5448,23.26,90,42,6.3,ZA,1707252149
180,kapuskasing,49.4169,-82.4331,4.05,87,100,5.14,CA,1707252180
181,la breita,-4.2608,-80.8875,29.83,58,96,3.69,PE,1707252472
182,macapa,0.0389,-51.0664,29.99,74,40,5.14,BR,1707252159
183,flying fish cove,-10.4217,105.6791,22.82,100,40,1.54,CX,1707252127
184,morant bay,17.8815,-76.4093,29.79,69,56,6.67,JM,1707252473
185,tionk essil,12.7856,-16.5217,29.03,49,0,3.62,SN,1707252130
186,northam,51.0333,-4.2167,13.14,97,100,12.55,GB,1707252146
187,ngaoundere,7.3167,13.5833,20.22,23,100,2.12,CM,1707252473
188,pangkalanbuun,-2.6833,111.6167,23.95,96,100,1.37,ID,1707252473
189,pop,40.8736,71.1089,4.27,47,100,1.91,UZ,1707252473
190,lincoln,40.8,-96.667,12.85,67,0,6.17,US,1707252440
191,ancud,-41.8697,-73.8203,16.63,94,100,8.47,CL,1707252134
192,maroantsetra,-15.4333,49.7333,24.56,96,100,2.33,MG,1707252474
193,kutum,14.2,24.6667,14.74,24,1,5.9,SD,1707252474
194,piton saint-leu,-21.2196,55.3151,24.04,64,0,3.09,RE,1707252127
195,chany,55.3121,76.7647,-10.33,89,80,3.98,RU,1707252474
196,sao joao da barra,-21.6403,-41.0511,29.05,87,99,2.94,BR,1707252155
197,slave lake,55.2834,-114.769,-8.01,86,100,4.63,CA,1707252474
198,sievi,63.9,24.5,-16.43,99,92,1.52,FI,1707252474
199,homnabad,17.7667,77.1333,24.52,35,0,2.48,IN,1707252475
200,tirukkoyilur,11.95,79.2,20.81,92,0,2.06,IN,1707252475
201,kutoarjo,-7.7169,109.9128,24.26,90,100,1.12,ID,1707252475
202,vadso,70.0744,29.7487,-8.91,92,75,6.17,NO,1707252138
203,kudahuvadhoo,2.6708,72.8944,27.47,82,97,5.82,MV,1707252184
204,nemuro,43.3236,145.575,-8.13,74,37,1.74,JP,1707252134
205,cockburn town,21.4612,-71.1419,25.29,74,0,13.84,TC,1707252182
206,sittwe,20.15,92.9,21.03,68,0,4.61,MM,1707252177
207,hilo,19.7297,-155.09,24.03,76,100,2.57,US,1707252170
208,anloga,5.7947,0.8973,27.21,68,9,4.78,GH,1707252476
209,queenstown,-31.8976,26.8753,19.55,73,80,0.56,ZA,1707252178
210,codrington,-38.2667,141.9667,13.23,82,40,1.59,AU,1707252180
211,punta del este,-34.9667,-54.95,28.87,57,0,6.17,UY,1707252170
212,jiazi,22.8779,116.067,15.3,88,100,7.4,CN,1707252477
213,amga,60.8953,131.9608,-37.47,100,99,0.38,RU,1707252159
214,hanceville,34.0607,-86.7675,19.19,50,38,4.61,US,1707252477
215,karratha,-20.7377,116.8463,26.78,69,46,1.02,AU,1707251975
216,centerville,39.6284,-84.1594,9.58,57,0,2.06,US,1707252418
217,mo i rana,66.3128,14.1428,-18.74,100,0,0.0,NO,1707252478
218,san patricio,28.017,-97.5169,21.97,42,0,1.96,US,1707252478
219,sydney mines,46.2367,-60.2177,0.86,91,100,8.75,CA,1707252478
220,fort bragg,35.139,-79.006,12.68,36,0,7.2,US,1707252149
221,key west,24.5557,-81.7826,21.0,72,40,12.35,US,1707252478
222,san pedro garza garcia,25.6667,-100.4,31.03,40,42,4.02,MX,1707252478
223,san rafael del sur,11.8485,-86.4384,27.54,67,66,1.29,NI,1707252478
224,lihue,21.9789,-159.3672,23.58,72,75,10.8,US,1707252149
225,kilifi,-3.6305,39.8499,26.93,85,39,4.57,KE,1707252479
226,arawa,-6.2132,155.5367,27.52,80,52,1.03,PG,1707252479
227,port elizabeth,-33.918,25.5701,22.83,90,75,7.72,ZA,1707252158
228,jamestown,42.097,-79.2353,5.85,48,0,2.57,US,1707251943
229,epernay,49.05,3.95,11.2,88,100,8.3,FR,1707252480
230,pathein,16.7833,94.7333,22.13,66,0,4.13,MM,1707252193
231,voi,-3.3945,38.563,24.18,84,18,1.97,KE,1707252480
232,hadibu,12.65,54.0333,24.59,73,5,3.74,YE,1707252137
233,boa vista,2.8197,-60.6733,29.99,66,40,3.6,BR,1707252462
234,choibalsan,48.0667,114.5,-20.47,92,9,3.68,MN,1707252149
235,abha,18.2164,42.5053,13.9,82,20,3.6,SA,1707252481
236,tidjikja,18.5564,-11.4271,23.44,9,8,5.44,MR,1707252481
237,bamboo flat,11.7,92.7167,23.05,88,98,1.03,IN,1707252165
238,ketchikan,55.3422,-131.6461,2.41,80,100,1.54,US,1707252481
239,palu,-0.8917,119.8707,23.98,91,100,1.03,ID,1707252481
240,suoyarvi,62.0833,32.35,-29.03,100,98,1.28,RU,1707252482
241,sanya,18.2431,109.505,23.09,88,0,1.0,CN,1707252482
242,alvand,36.3187,49.1678,-1.69,78,14,6.12,IR,1707252482
243,margate,51.3813,1.3862,12.28,80,100,8.49,GB,1707251931
244,brookings,44.3114,-96.7984,8.0,76,0,6.69,US,1707252483
245,biharamulo,-2.6319,31.3089,16.5,86,67,1.37,TZ,1707252483
246,geraldton,-28.7667,114.6,25.23,23,0,7.72,AU,1707252139
247,aripuana,-9.1667,-60.6333,30.51,63,93,0.92,BR,1707252483
248,jaisalmer,26.9147,70.9181,18.92,32,99,5.36,IN,1707252484
249,ondjiva,-17.0667,15.7333,26.02,73,0,3.09,AO,1707252484
250,ypsonas,34.6884,32.9574,15.54,77,20,5.14,CY,1707252484
251,chandrakona,22.7333,87.5167,20.53,71,0,2.57,IN,1707252484
252,ust'-kulom,61.6864,53.6902,-18.17,98,100,1.63,RU,1707252484
253,hithadhoo,-0.6,73.0833,28.2,76,69,2.69,MV,1707252158
254,fuerte olimpo,-21.0415,-57.8738,32.16,49,97,3.93,PY,1707252485
255,east london,-33.0153,27.9116,23.96,87,100,6.87,ZA,1707252133
256,itoman,26.1247,127.6694,18.43,69,100,1.03,JP,1707252268
257,joshimath,30.5667,79.5667,-0.9,45,15,3.69,IN,1707252485
258,yoloten,37.2989,62.3597,11.0,33,99,4.92,TM,1707252485
259,manali,13.1667,80.2667,24.05,79,6,0.44,IN,1707252486
260,onguday,50.75,86.15,-17.0,96,38,1.44,RU,1707252486
261,keflavik,64.0049,-22.5624,-2.05,74,75,8.75,IS,1707252146
262,guymon,36.6828,-101.4816,17.0,34,0,9.77,US,1707252486
263,helena valley west central,46.6629,-112.0604,7.26,77,100,1.54,US,1707252448
264,severo-yeniseyskiy,60.3725,93.0408,-5.79,89,100,4.47,RU,1707252486
265,berber,18.0216,33.983,16.47,18,55,6.67,SD,1707252487
266,uribia,11.7139,-72.266,28.17,69,58,8.91,CO,1707252487
267,mikuni,36.2171,136.1519,2.95,74,92,3.72,JP,1707252487
268,zbarazh,49.6636,25.7762,6.35,74,100,8.55,UA,1707252487
269,shatura,55.5725,39.5368,-12.61,99,98,1.04,RU,1707252487
270,villa ojo de agua,-29.5,-63.6938,35.77,26,100,4.04,AR,1707252487
271,naze,28.3667,129.4833,13.51,78,100,4.79,JP,1707252182
272,bikenibeu village,1.3673,173.1241,28.98,84,75,2.06,KI,1707252176
273,balabac,7.9868,117.0645,26.05,83,11,4.4,PH,1707252145
274,murbad,19.25,73.4,23.41,50,0,0.95,IN,1707252488
275,bathsheba,13.2167,-59.5167,27.95,71,99,7.03,BB,1707252488
276,tralee,52.2704,-9.7026,5.86,88,100,2.44,IE,1707252171
277,labrador city,52.9463,-66.9114,-6.05,45,20,3.09,CA,1707252183
278,igarka,67.4667,86.5833,-14.08,95,100,5.51,RU,1707252488
279,krasnyy chikoy,50.3643,108.7512,-22.98,100,74,0.6,RU,1707252489
280,matehuala,23.65,-100.65,22.8,14,19,3.45,MX,1707252489
281,akjoujt,19.6969,-14.4164,25.74,7,52,3.51,MR,1707252489
282,rio grande,-32.035,-52.0986,28.06,70,74,6.36,BR,1707251892
283,sandnessjoen,66.0217,12.6316,-5.88,79,75,4.12,NO,1707252166
284,luwuk,-0.9516,122.7875,26.13,79,97,1.47,ID,1707252490
285,wenchang,30.904,118.4887,-0.25,97,100,2.09,CN,1707252490
286,umba,66.6871,34.3429,-17.92,99,100,2.11,RU,1707252490
287,nago,26.5881,127.9761,18.47,80,100,3.45,JP,1707252490
288,vernon,50.2581,-119.2691,2.64,93,100,0.0,CA,1707252051
289,vila franca do campo,37.7167,-25.4333,18.27,99,100,8.08,PT,1707252180
290,minas de marcona,-15.2119,-75.1103,21.84,79,87,4.78,PE,1707252149
291,kone,-21.0595,164.8658,26.23,86,100,2.16,NC,1707252177
292,ndele,8.4109,20.6473,26.41,15,8,4.0,CF,1707252491
293,constantia,44.1833,28.65,9.28,57,34,5.37,RO,1707252156
294,nogent-le-rotrou,48.3333,1.0,9.25,91,99,8.31,FR,1707252491
295,buka,40.8108,69.1986,8.11,34,100,3.19,UZ,1707252491
296,klaksvik,62.2266,-6.589,-1.49,59,94,9.23,FO,1707252492
297,askoy,60.4092,5.226,-2.36,100,40,3.09,NO,1707252492
298,stanley,54.868,-1.6985,3.73,74,20,4.63,GB,1707252127
299,sechura,-5.5569,-80.8222,29.41,61,45,5.65,PE,1707252492
300,callaway,30.153,-85.5699,21.62,37,0,3.58,US,1707252492
301,afaahiti,-17.75,-149.2833,27.93,84,99,7.94,PF,1707252130
302,mar del plata,-38.0023,-57.5575,23.62,91,100,6.71,AR,1707252181
303,shaowu,27.3409,117.4831,5.04,97,100,1.49,CN,1707252439
304,jiexiu,37.0244,111.9125,-4.75,85,21,0.64,CN,1707252493
305,petropavlovsk-kamchatsky,53.0452,158.6483,-10.67,84,75,3.0,RU,1707252126
306,ust-tsilma,65.441,52.1498,-22.99,99,100,0.45,RU,1707252493
307,iquique,-20.2208,-70.1431,29.02,78,14,3.72,CL,1707252238
308,yamba,-5.9,22.3,21.49,96,46,1.11,CD,1707252494
309,ganjam,19.3833,85.0667,23.13,89,0,3.04,IN,1707252494
310,antigonish,45.6169,-61.9986,0.15,94,100,4.02,CA,1707252494
311,sikasso,10.9167,-7.0,27.19,13,5,2.46,ML,1707252216
312,altay,47.8667,88.1167,-10.87,62,7,3.47,CN,1707252494
313,unai,-16.3575,-46.9061,24.29,83,100,0.7,BR,1707252494
314,trairi,-3.2778,-39.2689,27.83,78,84,6.08,BR,1707251866
315,al qusayr,34.5091,36.5798,9.25,69,0,0.25,SY,1707252495
316,englewood,39.6478,-104.9878,17.95,36,75,5.66,US,1707252495
317,fale old settlement,-9.3852,-171.2468,28.87,78,100,11.39,TK,1707252159
318,kayan,16.9056,96.5631,23.08,73,0,0.92,MM,1707252495
319,cabo san lucas,22.8909,-109.9124,28.12,60,20,4.47,MX,1707252331
320,khovd,48.0056,91.6419,-21.19,96,43,0.63,MN,1707252207
321,auxerre,47.8,3.5667,9.24,86,100,6.85,FR,1707252496
322,polyarnyy,69.1989,33.4478,-17.41,99,94,5.14,RU,1707252157
323,paracuru,-3.41,-39.0306,28.95,79,86,6.68,BR,1707252496
324,tarawa,1.419,172.984,29.05,84,75,2.06,KI,1707252496
325,ilulissat,69.2167,-51.1,-11.99,48,75,9.77,GL,1707252145
326,malmberget,67.1753,20.6549,-20.69,84,75,1.54,SE,1707252497
327,ponta delgada,37.7333,-25.6667,18.44,94,75,7.72,PT,1707252419
328,gorontalo,0.5412,123.0595,23.65,94,100,1.75,ID,1707252497
329,freetown,8.484,-13.2299,27.84,74,20,4.63,SL,1707252497
330,murud,18.3258,72.965,23.54,72,1,3.54,IN,1707252497
331,hotan,37.0997,79.9269,-4.05,75,8,1.36,CN,1707252498
332,az zuwaytinah,30.9522,20.1202,16.28,72,0,3.21,LY,1707252498
333,cill airne,52.05,-9.5167,6.36,89,100,2.03,IE,1707252498
334,kingston,17.997,-76.7936,29.53,50,40,8.23,JM,1707252498
335,qaqortoq,60.7167,-46.0333,-16.41,63,0,3.91,GL,1707252167
336,saudarkrokur,65.7461,-19.6394,-1.93,75,82,6.95,IS,1707252498
337,missoula,47.0166,-113.8009,0.09,70,90,0.34,US,1707252401
338,los llanos de aridane,28.6585,-17.9182,17.86,45,0,2.68,ES,1707252499
339,tamanrasset,22.785,5.5228,11.95,17,0,2.06,DZ,1707252183
340,brokopondo,4.75,-55.1667,25.11,92,100,4.22,SR,1707252178
341,chibougamau,49.9168,-74.3659,-4.21,63,40,4.12,CA,1707252158
342,stung treng,13.5259,105.9683,24.44,68,20,1.73,KH,1707252499
343,urucurituba,-2.6833,-57.6667,34.83,42,30,1.76,BR,1707252499
344,aral,40.5156,81.2636,-2.27,56,12,0.94,CN,1707252180
345,pirenopolis,-15.8525,-48.9592,29.27,89,74,0.71,BR,1707252500
346,carnarvon,-24.8667,113.6333,29.53,33,6,8.02,AU,1707252143
347,chhuikhadan,21.5333,80.9833,19.24,59,0,1.65,IN,1707252500
348,villasor,39.3797,8.9417,13.77,78,0,2.06,IT,1707252500
349,camana,-16.6228,-72.7111,25.61,78,60,2.32,PE,1707252500
350,ulety,51.3572,112.4849,-19.08,98,11,1.52,RU,1707252501
351,saldanha,-33.0117,17.9442,21.03,95,24,3.34,ZA,1707252177
352,falmouth,50.1544,-5.0711,11.5,87,100,9.26,GB,1707252287
353,boundiali,9.5217,-6.4869,26.71,16,5,1.83,CI,1707252501
354,horta,38.5333,-28.6333,16.8,96,75,7.15,PT,1707252169
355,petrosani,45.4167,23.3667,5.8,86,99,2.28,RO,1707252501
356,colonia,50.9333,6.95,12.2,72,75,7.72,DE,1707251891
357,kokkola,63.8385,23.1307,-17.76,88,0,0.51,FI,1707252502
358,mantua,45.1667,10.7833,10.61,64,100,0.45,IT,1707252502
359,howrah,22.5892,88.3103,22.0,88,75,0.0,IN,1707252159
360,boyolangu,-8.1181,111.8935,23.84,96,100,1.45,ID,1707252502
361,portland,45.5234,-122.6762,10.69,87,75,1.54,US,1707251680
362,sanctuary point,-35.1114,150.629,18.75,68,20,4.98,AU,1707252503
363,bouna,9.2667,-3.0,26.03,16,1,2.35,CI,1707252503
364,ujjain,23.1833,75.7667,16.49,65,5,2.84,IN,1707252503
365,pocone,-16.2567,-56.6228,31.52,52,100,1.24,BR,1707252503
